Price,Type,Year
-42.72078000321371,Electricity Export,2021
-46.02078400321371,Electricity Export,2021
-57.72078000321371,Electricity Export,2021
-64.91078300321371,Electricity Export,2021
-67.54078000321371,Electricity Export,2021
-60.73078300321371,Electricity Export,2021
-58.55078200321371,Electricity Export,2021
-57.24078100321371,Electricity Export,2021
-51.52078400321371,Electricity Export,2021
-46.70078400321371,Electricity Export,2021
-47.23078300321371,Electricity Export,2021
-51.60078200321371,Electricity Export,2021
-58.61078400321371,Electricity Export,2021
-64.5807810032137,Electricity Export,2021
-69.3207790032137,Electricity Export,2021
-76.3307810032137,Electricity Export,2021
-60.02078400321371,Electricity Export,2021
-54.630780003213715,Electricity Export,2021
-52.50078300321371,Electricity Export,2021
-47.81078100321371,Electricity Export,2021
-44.760781003213715,Electricity Export,2021
-44.090783003213716,Electricity Export,2021
-43.07078300321371,Electricity Export,2021
-43.02078400321371,Electricity Export,2021
-44.010781003213715,Electricity Export,2021
-47.45078400321371,Electricity Export,2021
-52.43078300321371,Electricity Export,2021
-61.830781003213716,Electricity Export,2021
-62.62078200321371,Electricity Export,2021
-61.17078100321371,Electricity Export,2021
-56.130780003213715,Electricity Export,2021
-58.19078200321371,Electricity Export,2021
-53.44078200321371,Electricity Export,2021
-50.31078100321371,Electricity Export,2021
-48.93078300321371,Electricity Export,2021
-48.57078300321371,Electricity Export,2021
-54.260781003213715,Electricity Export,2021
-64.8207790032137,Electricity Export,2021
-76.41078300321371,Electricity Export,2021
-83.6207820032137,Electricity Export,2021
-67.90078100321371,Electricity Export,2021
-63.170785003213716,Electricity Export,2021
-61.080781003213716,Electricity Export,2021
-59.080781003213716,Electricity Export,2021
-49.74078100321371,Electricity Export,2021
-48.18078300321371,Electricity Export,2021
-46.79078000321371,Electricity Export,2021
-46.56078100321371,Electricity Export,2021
-45.65078100321371,Electricity Export,2021
-50.15078100321371,Electricity Export,2021
-64.67078500321371,Electricity Export,2021
-77.7707840032137,Electricity Export,2021
-76.9607780032137,Electricity Export,2021
-73.6207820032137,Electricity Export,2021
-68.1307840032137,Electricity Export,2021
-66.6207820032137,Electricity Export,2021
-63.930780003213705,Electricity Export,2021
-60.830781003213716,Electricity Export,2021
-59.77078400321371,Electricity Export,2021
-61.52078400321371,Electricity Export,2021
-63.150781003213716,Electricity Export,2021
-73.8407830032137,Electricity Export,2021
-87.6107800032137,Electricity Export,2021
-97.3307810032137,Electricity Export,2021
-69.5307860032137,Electricity Export,2021
-59.03078200321371,Electricity Export,2021
-58.74078100321371,Electricity Export,2021
-51.85078200321371,Electricity Export,2021
-58.22078000321371,Electricity Export,2021
-54.86078400321371,Electricity Export,2021
-49.510781003213715,Electricity Export,2021
-47.12078200321371,Electricity Export,2021
-48.62078200321371,Electricity Export,2021
-50.72078000321371,Electricity Export,2021
-65.64077900321371,Electricity Export,2021
-70.17078500321371,Electricity Export,2021
-70.15078100321371,Electricity Export,2021
-62.72078000321371,Electricity Export,2021
-49.04078000321371,Electricity Export,2021
-43.93078300321371,Electricity Export,2021
-43.15078100321371,Electricity Export,2021
-42.12078200321371,Electricity Export,2021
-41.78078200321371,Electricity Export,2021
-42.15078100321371,Electricity Export,2021
-46.29078000321371,Electricity Export,2021
-54.20078400321371,Electricity Export,2021
-64.5807810032137,Electricity Export,2021
-71.6107800032137,Electricity Export,2021
-65.0207840032137,Electricity Export,2021
-60.61078400321371,Electricity Export,2021
-59.260781003213715,Electricity Export,2021
-58.73078300321371,Electricity Export,2021
-57.44078200321371,Electricity Export,2021
-54.36078400321371,Electricity Export,2021
-53.61078400321371,Electricity Export,2021
-48.73078300321371,Electricity Export,2021
-47.42078100321371,Electricity Export,2021
-48.42078100321371,Electricity Export,2021
-48.760781003213715,Electricity Export,2021
-48.630780003213715,Electricity Export,2021
-48.78078200321371,Electricity Export,2021
-49.91078300321371,Electricity Export,2021
-45.69078200321371,Electricity Export,2021
-44.29078000321371,Electricity Export,2021
-39.260781003213715,Electricity Export,2021
-38.18078300321371,Electricity Export,2021
-37.130780003213715,Electricity Export,2021
-36.72078000321371,Electricity Export,2021
-36.55078200321371,Electricity Export,2021
-35.98078300321371,Electricity Export,2021
-52.41078300321371,Electricity Export,2021
-28.70078200321371,Electricity Export,2021
-22.420781003213712,Electricity Export,2021
-20.26078100321371,Electricity Export,2021
-16.370782003213712,Electricity Export,2021
-14.720782003213714,Electricity Export,2021
-15.290782003213714,Electricity Export,2021
-13.420782003213713,Electricity Export,2021
-12.600782003213713,Electricity Export,2021
-13.530782003213712,Electricity Export,2021
-14.300782003213712,Electricity Export,2021
-22.280782003213712,Electricity Export,2021
-12.420782003213713,Electricity Export,2021
-21.49078300321371,Electricity Export,2021
-28.290782003213714,Electricity Export,2021
-29.830781003213712,Electricity Export,2021
-26.790782003213714,Electricity Export,2021
-33.49078100321371,Electricity Export,2021
-32.080781003213716,Electricity Export,2021
-21.960782003213712,Electricity Export,2021
-19.820783003213712,Electricity Export,2021
-21.210782003213712,Electricity Export,2021
-28.620782003213712,Electricity Export,2021
-39.92078100321371,Electricity Export,2021
-54.67078100321371,Electricity Export,2021
-62.40078100321371,Electricity Export,2021
-58.090783003213716,Electricity Export,2021
-53.42078100321371,Electricity Export,2021
-52.56078100321371,Electricity Export,2021
-43.62078200321371,Electricity Export,2021
-48.17078100321371,Electricity Export,2021
-47.36078400321371,Electricity Export,2021
-46.380780003213715,Electricity Export,2021
-45.630780003213715,Electricity Export,2021
-46.02078400321371,Electricity Export,2021
-49.18078300321371,Electricity Export,2021
-60.62078200321371,Electricity Export,2021
-71.6207820032137,Electricity Export,2021
-73.5207840032137,Electricity Export,2021
-70.2207800032137,Electricity Export,2021
-64.0807810032137,Electricity Export,2021
-60.53078200321371,Electricity Export,2021
-57.40078100321371,Electricity Export,2021
-51.11078400321371,Electricity Export,2021
-49.330781003213716,Electricity Export,2021
-48.41078300321371,Electricity Export,2021
-49.99078100321371,Electricity Export,2021
-61.07078300321371,Electricity Export,2021
-72.31078400321371,Electricity Export,2021
-68.01078100321371,Electricity Export,2021
-70.5807810032137,Electricity Export,2021
-62.48078300321371,Electricity Export,2021
-57.960782003213716,Electricity Export,2021
-41.640782003213715,Electricity Export,2021
-39.20078400321371,Electricity Export,2021
-39.15078100321371,Electricity Export,2021
-48.66078300321371,Electricity Export,2021
-42.32078300321371,Electricity Export,2021
-51.18078300321371,Electricity Export,2021
-55.68078300321371,Electricity Export,2021
-63.87078200321371,Electricity Export,2021
-72.9907850032137,Electricity Export,2021
-74.5207840032137,Electricity Export,2021
-67.8207790032137,Electricity Export,2021
-62.080781003213716,Electricity Export,2021
-60.72078000321371,Electricity Export,2021
-60.590783003213716,Electricity Export,2021
-56.20078400321371,Electricity Export,2021
-57.31078100321371,Electricity Export,2021
-57.05078200321371,Electricity Export,2021
-58.640782003213715,Electricity Export,2021
-63.260781003213715,Electricity Export,2021
-70.0207840032137,Electricity Export,2021
-82.1107800032137,Electricity Export,2021
-69.3607800032137,Electricity Export,2021
-55.72078000321371,Electricity Export,2021
-53.73078300321371,Electricity Export,2021
-40.41078300321371,Electricity Export,2021
-38.97078000321371,Electricity Export,2021
-37.95078400321371,Electricity Export,2021
-37.56078100321371,Electricity Export,2021
-37.48078300321371,Electricity Export,2021
-33.20078400321371,Electricity Export,2021
-43.260781003213715,Electricity Export,2021
-57.20078400321371,Electricity Export,2021
-62.44078200321371,Electricity Export,2021
-64.7707840032137,Electricity Export,2021
-44.48078300321371,Electricity Export,2021
-38.62078200321371,Electricity Export,2021
-39.60078200321371,Electricity Export,2021
-39.62078200321371,Electricity Export,2021
-41.22078000321371,Electricity Export,2021
-42.74078100321371,Electricity Export,2021
-47.44078200321371,Electricity Export,2021
-50.630780003213715,Electricity Export,2021
-59.67078100321371,Electricity Export,2021
-69.5307860032137,Electricity Export,2021
-82.6207820032137,Electricity Export,2021
-72.2007840032137,Electricity Export,2021
-65.3707820032137,Electricity Export,2021
-61.12078200321371,Electricity Export,2021
-57.72078000321371,Electricity Export,2021
-52.390782003213715,Electricity Export,2021
-48.93078300321371,Electricity Export,2021
-48.30078200321371,Electricity Export,2021
-47.49078100321371,Electricity Export,2021
-48.82078300321371,Electricity Export,2021
-57.49078100321371,Electricity Export,2021
-67.42078500321371,Electricity Export,2021
-73.5907830032137,Electricity Export,2021
-73.55078200321371,Electricity Export,2021
-65.66078300321371,Electricity Export,2021
-54.87078200321371,Electricity Export,2021
-42.55078200321371,Electricity Export,2021
-41.99078100321371,Electricity Export,2021
-42.760781003213715,Electricity Export,2021
-41.35078200321371,Electricity Export,2021
-40.92078100321371,Electricity Export,2021
-49.30078200321371,Electricity Export,2021
-61.880780003213715,Electricity Export,2021
-70.7707840032137,Electricity Export,2021
-84.05078200321371,Electricity Export,2021
-62.760781003213715,Electricity Export,2021
-52.48078300321371,Electricity Export,2021
-56.02078400321371,Electricity Export,2021
-43.06078100321371,Electricity Export,2021
-49.640782003213715,Electricity Export,2021
-40.130780003213715,Electricity Export,2021
-38.55078200321371,Electricity Export,2021
-38.54078000321371,Electricity Export,2021
-43.140782003213715,Electricity Export,2021
-43.62078200321371,Electricity Export,2021
-52.65078100321371,Electricity Export,2021
-61.54078000321371,Electricity Export,2021
-62.03078200321371,Electricity Export,2021
-44.70078400321371,Electricity Export,2021
-39.380780003213715,Electricity Export,2021
-32.37078200321371,Electricity Export,2021
-34.630780003213715,Electricity Export,2021
-33.35078200321371,Electricity Export,2021
-34.19078200321371,Electricity Export,2021
-38.03078200321371,Electricity Export,2021
-38.42078100321371,Electricity Export,2021
-39.16078300321371,Electricity Export,2021
-39.35078200321371,Electricity Export,2021
-38.56078100321371,Electricity Export,2021
-38.18078300321371,Electricity Export,2021
-40.44078200321371,Electricity Export,2021
-35.510781003213715,Electricity Export,2021
-35.52078400321371,Electricity Export,2021
-37.85078200321371,Electricity Export,2021
-36.710782003213716,Electricity Export,2021
-34.62078200321371,Electricity Export,2021
-32.65078100321371,Electricity Export,2021
-28.26078100321371,Electricity Export,2021
-32.710782003213716,Electricity Export,2021
-32.94078200321371,Electricity Export,2021
-29.11078200321371,Electricity Export,2021
-23.720782003213714,Electricity Export,2021
-12.010782003213713,Electricity Export,2021
-3.740782003213712,Electricity Export,2021
1.3592179967862883,Electricity Export,2021
10.929217996786289,Electricity Export,2021
19.59921699678629,Electricity Export,2021
31.339216996786288,Electricity Export,2021
3.1892179967862884,Electricity Export,2021
-18.11078200321371,Electricity Export,2021
-41.02078400321371,Electricity Export,2021
-54.74078100321371,Electricity Export,2021
-53.24078100321371,Electricity Export,2021
-39.42078100321371,Electricity Export,2021
-36.12078200321371,Electricity Export,2021
-35.68078300321371,Electricity Export,2021
-35.54078000321371,Electricity Export,2021
-42.390782003213715,Electricity Export,2021
-37.24078100321371,Electricity Export,2021
-34.05078200321371,Electricity Export,2021
-33.62078200321371,Electricity Export,2021
-33.69078200321371,Electricity Export,2021
-34.29078000321371,Electricity Export,2021
-34.340783003213716,Electricity Export,2021
-26.300782003213712,Electricity Export,2021
-28.620782003213712,Electricity Export,2021
-19.840781003213714,Electricity Export,2021
-0.5007820032137116,Electricity Export,2021
13.379217996786288,Electricity Export,2021
4.369217996786288,Electricity Export,2021
13.379217996786288,Electricity Export,2021
25.539217996786288,Electricity Export,2021
13.519217996786288,Electricity Export,2021
-3.1707820032137115,Electricity Export,2021
-33.92078100321371,Electricity Export,2021
-41.66078300321371,Electricity Export,2021
-46.960782003213716,Electricity Export,2021
-39.35078200321371,Electricity Export,2021
-39.25078300321371,Electricity Export,2021
-37.30078200321371,Electricity Export,2021
-26.180781003213713,Electricity Export,2021
-20.86078200321371,Electricity Export,2021
-20.620782003213712,Electricity Export,2021
-21.210782003213712,Electricity Export,2021
-21.52078200321371,Electricity Export,2021
-25.52078200321371,Electricity Export,2021
-25.500781003213714,Electricity Export,2021
-44.44078200321371,Electricity Export,2021
-39.05078200321371,Electricity Export,2021
-42.630780003213715,Electricity Export,2021
-35.20078400321371,Electricity Export,2021
-27.20078200321371,Electricity Export,2021
-20.95078200321371,Electricity Export,2021
-16.540782003213714,Electricity Export,2021
-15.750781003213714,Electricity Export,2021
-17.230783003213713,Electricity Export,2021
-19.06078300321371,Electricity Export,2021
-37.380780003213715,Electricity Export,2021
-47.17078100321371,Electricity Export,2021
-36.67078100321371,Electricity Export,2021
-37.080781003213716,Electricity Export,2021
-37.15078100321371,Electricity Export,2021
-33.760781003213715,Electricity Export,2021
-32.960782003213716,Electricity Export,2021
-32.80078200321371,Electricity Export,2021
-32.61078400321371,Electricity Export,2021
-32.49078100321371,Electricity Export,2021
-32.55078200321371,Electricity Export,2021
-28.220782003213714,Electricity Export,2021
-14.160782003213711,Electricity Export,2021
-49.090783003213716,Electricity Export,2021
-54.130780003213715,Electricity Export,2021
-49.10078200321371,Electricity Export,2021
-53.460782003213716,Electricity Export,2021
-47.94078200321371,Electricity Export,2021
-41.43078300321371,Electricity Export,2021
-37.50078300321371,Electricity Export,2021
-37.12078200321371,Electricity Export,2021
-36.68078300321371,Electricity Export,2021
-36.82078300321371,Electricity Export,2021
-27.36078200321371,Electricity Export,2021
-50.140782003213715,Electricity Export,2021
-61.56078100321371,Electricity Export,2021
-69.14077900321371,Electricity Export,2021
-69.6907820032137,Electricity Export,2021
-62.06078100321371,Electricity Export,2021
-48.72078000321371,Electricity Export,2021
-48.62078200321371,Electricity Export,2021
-55.20078400321371,Electricity Export,2021
-49.590783003213716,Electricity Export,2021
-48.62078200321371,Electricity Export,2021
-47.80078200321371,Electricity Export,2021
-46.95078400321371,Electricity Export,2021
-52.16078300321371,Electricity Export,2021
-64.41078300321371,Electricity Export,2021
-73.7307830032137,Electricity Export,2021
-75.01078100321371,Electricity Export,2021
-64.6007850032137,Electricity Export,2021
-55.43078300321371,Electricity Export,2021
-49.330781003213716,Electricity Export,2021
-47.62078200321371,Electricity Export,2021
-45.28078200321371,Electricity Export,2021
-41.710782003213716,Electricity Export,2021
-42.54078000321371,Electricity Export,2021
-45.41078300321371,Electricity Export,2021
-49.94078200321371,Electricity Export,2021
-65.7807860032137,Electricity Export,2021
-95.42078500321371,Electricity Export,2021
-77.2207800032137,Electricity Export,2021
-64.7707840032137,Electricity Export,2021
-61.52078400321371,Electricity Export,2021
-54.54078000321371,Electricity Export,2021
-53.00078300321371,Electricity Export,2021
-39.080781003213716,Electricity Export,2021
-39.06078100321371,Electricity Export,2021
-38.81078100321371,Electricity Export,2021
-38.30078200321371,Electricity Export,2021
-28.670781003213712,Electricity Export,2021
-50.390782003213715,Electricity Export,2021
-41.20078400321371,Electricity Export,2021
-42.20078400321371,Electricity Export,2021
-42.56078100321371,Electricity Export,2021
-42.32078300321371,Electricity Export,2021
-41.29078000321371,Electricity Export,2021
-39.69078200321371,Electricity Export,2021
-36.640782003213715,Electricity Export,2021
-34.010781003213715,Electricity Export,2021
-37.12078200321371,Electricity Export,2021
-40.630780003213715,Electricity Export,2021
-47.97078000321371,Electricity Export,2021
-55.81078100321371,Electricity Export,2021
-62.20078400321371,Electricity Export,2021
-65.0307860032137,Electricity Export,2021
-59.90078100321371,Electricity Export,2021
-57.45078400321371,Electricity Export,2021
-53.44078200321371,Electricity Export,2021
-52.86078400321371,Electricity Export,2021
-48.390782003213715,Electricity Export,2021
-39.06078100321371,Electricity Export,2021
-38.93078300321371,Electricity Export,2021
-38.79078000321371,Electricity Export,2021
-38.760781003213715,Electricity Export,2021
-46.85078200321371,Electricity Export,2021
-48.35078200321371,Electricity Export,2021
-28.280782003213712,Electricity Export,2021
-37.16078300321371,Electricity Export,2021
-43.080781003213716,Electricity Export,2021
-39.02078400321371,Electricity Export,2021
-26.880782003213714,Electricity Export,2021
1.3092179967862883,Electricity Export,2021
13.209217996786288,Electricity Export,2021
1.7592179967862882,Electricity Export,2021
14.279217996786288,Electricity Export,2021
-14.840781003213714,Electricity Export,2021
-40.62078200321371,Electricity Export,2021
-48.340783003213716,Electricity Export,2021
-48.140782003213715,Electricity Export,2021
-38.56078100321371,Electricity Export,2021
-37.590783003213716,Electricity Export,2021
-37.20078400321371,Electricity Export,2021
-39.49078100321371,Electricity Export,2021
-37.02078400321371,Electricity Export,2021
-36.130780003213715,Electricity Export,2021
-35.85078200321371,Electricity Export,2021
-35.72078000321371,Electricity Export,2021
-36.30078200321371,Electricity Export,2021
-38.72078000321371,Electricity Export,2021
-40.380780003213715,Electricity Export,2021
-44.50078300321371,Electricity Export,2021
-45.760781003213715,Electricity Export,2021
-39.70078400321371,Electricity Export,2021
-35.77078400321371,Electricity Export,2021
-32.510781003213715,Electricity Export,2021
-22.320783003213712,Electricity Export,2021
-15.410783003213712,Electricity Export,2021
-8.370782003213712,Electricity Export,2021
-20.580781003213712,Electricity Export,2021
-38.45078400321371,Electricity Export,2021
-48.52078400321371,Electricity Export,2021
-53.68078300321371,Electricity Export,2021
-56.15078100321371,Electricity Export,2021
-51.82078300321371,Electricity Export,2021
-50.10078200321371,Electricity Export,2021
-47.06078100321371,Electricity Export,2021
-46.080781003213716,Electricity Export,2021
-39.20078400321371,Electricity Export,2021
-38.37078200321371,Electricity Export,2021
-38.210782003213716,Electricity Export,2021
-37.080781003213716,Electricity Export,2021
-36.20078400321371,Electricity Export,2021
-33.22078000321371,Electricity Export,2021
-33.140782003213715,Electricity Export,2021
-31.950784003213712,Electricity Export,2021
-30.01078100321371,Electricity Export,2021
-18.99078300321371,Electricity Export,2021
-14.870782003213712,Electricity Export,2021
-16.690782003213712,Electricity Export,2021
-4.630782003213712,Electricity Export,2021
-0.6407820032137117,Electricity Export,2021
1.2792179967862882,Electricity Export,2021
0.3692179967862883,Electricity Export,2021
-5.800782003213712,Electricity Export,2021
-10.570782003213711,Electricity Export,2021
-11.680782003213713,Electricity Export,2021
-10.280782003213712,Electricity Export,2021
-9.150782003213711,Electricity Export,2021
-4.060782003213712,Electricity Export,2021
-1.860782003213712,Electricity Export,2021
1.3292179967862883,Electricity Export,2021
11.379217996786288,Electricity Export,2021
31.289217996786288,Electricity Export,2021
31.35921799678629,Electricity Export,2021
22.779217996786286,Electricity Export,2021
14.359217996786288,Electricity Export,2021
14.339217996786289,Electricity Export,2021
14.309217996786288,Electricity Export,2021
13.539217996786288,Electricity Export,2021
14.699217996786288,Electricity Export,2021
20.569218996786287,Electricity Export,2021
14.329217996786287,Electricity Export,2021
29.059217996786288,Electricity Export,2021
36.22921599678629,Electricity Export,2021
38.289217996786284,Electricity Export,2021
38.38921599678629,Electricity Export,2021
28.879217996786288,Electricity Export,2021
4.3492179967862885,Electricity Export,2021
1.2992179967862882,Electricity Export,2021
-19.77078200321371,Electricity Export,2021
-26.49078300321371,Electricity Export,2021
-18.580781003213712,Electricity Export,2021
-17.090781003213714,Electricity Export,2021
-9.090782003213713,Electricity Export,2021
-13.320782003213711,Electricity Export,2021
-12.520782003213712,Electricity Export,2021
-10.990782003213711,Electricity Export,2021
-12.810782003213712,Electricity Export,2021
-13.550782003213712,Electricity Export,2021
-21.40078300321371,Electricity Export,2021
-39.840783003213716,Electricity Export,2021
-42.630780003213715,Electricity Export,2021
-52.54078000321371,Electricity Export,2021
-38.47078000321371,Electricity Export,2021
-32.56078100321371,Electricity Export,2021
-27.290782003213714,Electricity Export,2021
-19.500781003213714,Electricity Export,2021
-11.140782003213712,Electricity Export,2021
-8.520782003213712,Electricity Export,2021
-15.81078300321371,Electricity Export,2021
-19.300782003213712,Electricity Export,2021
-37.35078200321371,Electricity Export,2021
-40.510781003213715,Electricity Export,2021
-41.72078000321371,Electricity Export,2021
-40.140782003213715,Electricity Export,2021
-39.87078200321371,Electricity Export,2021
-38.960782003213716,Electricity Export,2021
-38.56078100321371,Electricity Export,2021
-37.50078300321371,Electricity Export,2021
-37.580781003213716,Electricity Export,2021
-38.05078200321371,Electricity Export,2021
-38.72078000321371,Electricity Export,2021
-38.140782003213715,Electricity Export,2021
-41.22078000321371,Electricity Export,2021
-55.960782003213716,Electricity Export,2021
-76.50077900321371,Electricity Export,2021
-81.0907830032137,Electricity Export,2021
-63.74078500321371,Electricity Export,2021
-53.22078000321371,Electricity Export,2021
-44.98078300321371,Electricity Export,2021
-38.880780003213715,Electricity Export,2021
-37.32078300321371,Electricity Export,2021
-37.04078000321371,Electricity Export,2021
-36.62078200321371,Electricity Export,2021
-37.65078100321371,Electricity Export,2021
-38.87078200321371,Electricity Export,2021
-45.02078400321371,Electricity Export,2021
-54.12078200321371,Electricity Export,2021
-46.73078300321371,Electricity Export,2021
-40.760781003213715,Electricity Export,2021
-39.55078200321371,Electricity Export,2021
-36.44078200321371,Electricity Export,2021
-37.22078000321371,Electricity Export,2021
-35.70078400321371,Electricity Export,2021
-35.47078000321371,Electricity Export,2021
-37.590783003213716,Electricity Export,2021
-37.56078100321371,Electricity Export,2021
-38.93078300321371,Electricity Export,2021
-58.11078400321371,Electricity Export,2021
-78.4807830032137,Electricity Export,2021
-97.8807840032137,Electricity Export,2021
-65.1107800032137,Electricity Export,2021
-46.52078400321371,Electricity Export,2021
-45.82078300321371,Electricity Export,2021
-45.81078100321371,Electricity Export,2021
-39.79078000321371,Electricity Export,2021
-38.61078400321371,Electricity Export,2021
-37.49078100321371,Electricity Export,2021
-36.710782003213716,Electricity Export,2021
-38.590783003213716,Electricity Export,2021
-38.70078400321371,Electricity Export,2021
-38.98078300321371,Electricity Export,2021
-38.00078300321371,Electricity Export,2021
-35.640782003213715,Electricity Export,2021
-19.090781003213714,Electricity Export,2021
-16.89078200321371,Electricity Export,2021
-16.330781003213712,Electricity Export,2021
-13.910782003213711,Electricity Export,2021
-13.080782003213713,Electricity Export,2021
-12.940782003213712,Electricity Export,2021
-13.300782003213712,Electricity Export,2021
-15.630782003213714,Electricity Export,2021
-18.040782003213714,Electricity Export,2021
-23.570783003213712,Electricity Export,2021
-35.330781003213716,Electricity Export,2021
-28.800782003213712,Electricity Export,2021
-21.180781003213713,Electricity Export,2021
-18.850782003213713,Electricity Export,2021
-17.960782003213712,Electricity Export,2021
-17.160783003213712,Electricity Export,2021
-15.080781003213712,Electricity Export,2021
-14.260782003213713,Electricity Export,2021
-15.130782003213714,Electricity Export,2021
-17.06078300321371,Electricity Export,2021
-19.590781003213714,Electricity Export,2021
-34.62078200321371,Electricity Export,2021
-37.68078300321371,Electricity Export,2021
-37.94078200321371,Electricity Export,2021
-38.17078100321371,Electricity Export,2021
-37.70078400321371,Electricity Export,2021
-37.72078000321371,Electricity Export,2021
-36.11078400321371,Electricity Export,2021
-36.95078400321371,Electricity Export,2021
-38.79078000321371,Electricity Export,2021
-39.29078000321371,Electricity Export,2021
-40.00078300321371,Electricity Export,2021
-40.87078200321371,Electricity Export,2021
-55.50078300321371,Electricity Export,2021
-64.8207790032137,Electricity Export,2021
-67.81078400321371,Electricity Export,2021
-58.06078100321371,Electricity Export,2021
-58.080781003213716,Electricity Export,2021
-57.140782003213715,Electricity Export,2021
-51.12078200321371,Electricity Export,2021
-48.70078400321371,Electricity Export,2021
-48.630780003213715,Electricity Export,2021
-50.66078300321371,Electricity Export,2021
-58.460782003213716,Electricity Export,2021
-64.3207790032137,Electricity Export,2021
-67.8607800032137,Electricity Export,2021
-67.54078000321371,Electricity Export,2021
-60.18078300321371,Electricity Export,2021
-52.77078400321371,Electricity Export,2021
-47.04078000321371,Electricity Export,2021
-49.06078100321371,Electricity Export,2021
-43.840783003213716,Electricity Export,2021
-41.04078000321371,Electricity Export,2021
-43.66078300321371,Electricity Export,2021
-43.31078100321371,Electricity Export,2021
-40.60078200321371,Electricity Export,2021
-41.460782003213716,Electricity Export,2021
-40.50078300321371,Electricity Export,2021
-44.260781003213715,Electricity Export,2021
-45.00078300321371,Electricity Export,2021
-44.54078000321371,Electricity Export,2021
-46.380780003213715,Electricity Export,2021
-44.28078200321371,Electricity Export,2021
-42.02078400321371,Electricity Export,2021
-40.54078000321371,Electricity Export,2021
-39.91078300321371,Electricity Export,2021
-40.62078200321371,Electricity Export,2021
-42.98078300321371,Electricity Export,2021
-46.82078300321371,Electricity Export,2021
-59.17078100321371,Electricity Export,2021
-65.8607800032137,Electricity Export,2021
-65.8207790032137,Electricity Export,2021
-57.710782003213716,Electricity Export,2021
-48.92078100321371,Electricity Export,2021
-19.440782003213712,Electricity Export,2021
-40.48078300321371,Electricity Export,2021
-40.35078200321371,Electricity Export,2021
-39.77078400321371,Electricity Export,2021
-40.140782003213715,Electricity Export,2021
-36.590783003213716,Electricity Export,2021
-40.24078100321371,Electricity Export,2021
-52.78078200321371,Electricity Export,2021
-61.93078300321371,Electricity Export,2021
-61.82078300321371,Electricity Export,2021
-48.74078100321371,Electricity Export,2021
-46.74078100321371,Electricity Export,2021
-44.19078200321371,Electricity Export,2021
-38.880780003213715,Electricity Export,2021
-37.710782003213716,Electricity Export,2021
-37.56078100321371,Electricity Export,2021
-39.330781003213716,Electricity Export,2021
-43.32078300321371,Electricity Export,2021
-44.69078200321371,Electricity Export,2021
-48.66078300321371,Electricity Export,2021
-45.57078300321371,Electricity Export,2021
-53.74078100321371,Electricity Export,2021
-38.130780003213715,Electricity Export,2021
-36.00078300321371,Electricity Export,2021
-40.580781003213716,Electricity Export,2021
-38.710782003213716,Electricity Export,2021
-37.510781003213715,Electricity Export,2021
-37.44078200321371,Electricity Export,2021
-35.25078300321371,Electricity Export,2021
-31.170781003213712,Electricity Export,2021
-56.62078200321371,Electricity Export,2021
-71.5907830032137,Electricity Export,2021
-73.7407850032137,Electricity Export,2021
-50.090783003213716,Electricity Export,2021
-44.390782003213715,Electricity Export,2021
-44.02078400321371,Electricity Export,2021
-41.52078400321371,Electricity Export,2021
-41.330781003213716,Electricity Export,2021
-39.880780003213715,Electricity Export,2021
-40.330781003213716,Electricity Export,2021
-40.40078100321371,Electricity Export,2021
-45.07078300321371,Electricity Export,2021
-52.710782003213716,Electricity Export,2021
-56.65078100321371,Electricity Export,2021
-66.8407830032137,Electricity Export,2021
-62.22078000321371,Electricity Export,2021
-57.50078300321371,Electricity Export,2021
-42.15078100321371,Electricity Export,2021
-42.85078200321371,Electricity Export,2021
-42.81078100321371,Electricity Export,2021
-42.960782003213716,Electricity Export,2021
-43.77078400321371,Electricity Export,2021
-50.11078400321371,Electricity Export,2021
-50.70078400321371,Electricity Export,2021
-74.9407820032137,Electricity Export,2021
-117.14077900321371,Electricity Export,2021
-123.6207820032137,Electricity Export,2021
-74.16078300321371,Electricity Export,2021
-61.24078100321371,Electricity Export,2021
-60.70078400321371,Electricity Export,2021
-56.91078300321371,Electricity Export,2021
-53.52078400321371,Electricity Export,2021
-49.24078100321371,Electricity Export,2021
-50.140782003213715,Electricity Export,2021
-49.40078100321371,Electricity Export,2021
-59.94078200321371,Electricity Export,2021
-71.81078400321371,Electricity Export,2021
-96.0707790032137,Electricity Export,2021
-98.6207820032137,Electricity Export,2021
-84.2407850032137,Electricity Export,2021
-74.2807860032137,Electricity Export,2021
-60.67078100321371,Electricity Export,2021
-60.580781003213716,Electricity Export,2021
-56.43078300321371,Electricity Export,2021
-55.630780003213715,Electricity Export,2021
-56.12078200321371,Electricity Export,2021
-59.78078200321371,Electricity Export,2021
-64.4307800032137,Electricity Export,2021
-81.5207840032137,Electricity Export,2021
-103.67078500321371,Electricity Export,2021
-116.6207820032137,Electricity Export,2021
-75.76078100321371,Electricity Export,2021
-64.55078200321371,Electricity Export,2021
-62.72078000321371,Electricity Export,2021
-52.710782003213716,Electricity Export,2021
-48.68078300321371,Electricity Export,2021
-45.47078000321371,Electricity Export,2021
-45.20078400321371,Electricity Export,2021
-46.97078000321371,Electricity Export,2021
-49.62078200321371,Electricity Export,2021
-61.06078100321371,Electricity Export,2021
-76.4407820032137,Electricity Export,2021
-75.0307860032137,Electricity Export,2021
-56.32078300321371,Electricity Export,2021
