date,indeks,price (EUR/t_CO2),volume (t)
0.860231481,t3pa,71.24,3099500
0.901898148,t3pa,71.8,3099500
0.943564815,t3pa,74.31,2310000
0.985231481,t3pa,74.9,3099500
24.05.2024,t3pa,72.8,1796000
28.05.2024,t3pa,72.9,3099500
30.05.2024,t3pa,72,3099500
31.05.2024,t3pa,74.49,1796000
0.152592593,t3pa,75.35,3099500
0.194259259,t3pa,71.5,3099500
0.235925926,t3pa,70.3,2310000
0.277592593,t3pa,71,3099500
0.319259259,t3pa,69.9,1796000
0.444259259,t3pa,67.82,3099500
0.485925926,t3pa,70.31,3099500
0.569259259,t3pa,69.77,3099500
0.610925926,t3pa,68.41,1796000
0.735925926,t3pa,66.66,3099500
0.777592593,t3pa,66.97,3099500
0.819259259,t3pa,67.75,2310000
0.860925926,t3pa,68.61,3104000
0.902592593,t3pa,67.36,1796000
24.06.2024,t3pa,66.06,3099500
25.06.2024,t3pa,65.94,3099500
27.06.2024,t3pa,66.17,3099500
28.06.2024,t3pa,65.01,1796000
0.069953704,t3pa,67.83,3099500
0.11162037,t3pa,66.71,3099500
0.153287037,t3pa,68.84,2310000
0.194953704,t3pa,68.71,3099500
0.23662037,t3pa,68.68,1796000
0.36162037,t3pa,70,3099500
0.403287037,t3pa,66.87,3099500
0.48662037,t3pa,66.72,3099500
0.528287037,t3pa,67.06,1796000
0.653287037,t3pa,66.63,3099500
0.694953704,t3pa,66.16,3099500
0.73662037,t3pa,66.66,2310000
0.778287037,t3pa,64.96,3099500
0.819953704,t3pa,64.73,1796000
0.944953704,t3pa,64.37,3099500
0.98662037,t3pa,63.67,3099500
25.07.2024,t3pa,66.71,3099500
26.07.2024,t3pa,66.33,1796000
29.07.2024,t3pa,67.17,3099500
30.07.2024,t3pa,66.55,3099500
31.07.2024,t3pa,67.85,2310000
0.070648148,t3pa,68.07,3099500
0.112314815,t3pa,69.76,1796000
0.237314815,t3pa,67.02,3099500
0.278981481,t3pa,68.65,3099500
0.362314815,t3pa,68.9,3099500
0.403981481,t3pa,70.46,1796000
0.528981481,t3pa,71.15,3099500
0.570648148,t3pa,70.82,3099500
0.612314815,t3pa,70.59,2310000
0.653981481,t3pa,69.85,3099500
0.695648148,t3pa,71,1796000
0.820648148,t3pa,71.5,3099500
0.862314815,t3pa,72.4,3099500
0.945648148,t3pa,71.02,3099500
0.987314815,t3pa,70.73,1796000
26.08.2024,t3pa,69.28,3099500
27.08.2024,t3pa,70.17,3099500
28.08.2024,t3pa,70.39,2313500
29.08.2024,t3pa,69.5,3125000
30.08.2024,t3pa,70.07,1810000
0.113009259,t3pa,69.3,3287500
0.154675926,t3pa,68.56,3287500
0.238009259,t3pa,65.99,3287500
0.279675926,t3pa,67,1886500
0.404675926,t3pa,65.75,3287500
0.446342593,t3pa,65.83,3287500
0.488009259,t3pa,64.75,2833500
0.529675926,t3pa,65.1,3287500
0.571342593,t3pa,64.89,1886500
0.696342593,t3pa,64.94,3287500
0.738009259,t3pa,62.71,3287500
0.821342593,t3pa,63.56,3290500
0.863009259,t3pa,63.18,1886500
0.988009259,t3pa,64,3287500
24.09.2024,t3pa,63.91,3287500
25.09.2024,t3pa,63.55,2833500
26.09.2024,t3pa,63.88,3287500
27.09.2024,t3pa,65.45,1886500
30.09.2024,t3pa,65.69,3287500
0.072037037,t3pa,63.19,3287500
0.113703704,t3pa,62.89,926500
0.15537037,t3pa,62.02,3287500
0.197037037,t3pa,61.03,1886500
0.322037037,t3pa,60.15,3287500
0.363703704,t3pa,59.85,3287500
0.40537037,t3pa,61.18,2833500
0.447037037,t3pa,63.3,3287500
0.488703704,t3pa,63.71,1886500
0.613703704,t3pa,65,3287500
0.65537037,t3pa,64.08,3287500
0.738703704,t3pa,63.1,3287500
0.78037037,t3pa,61.9,1886500
0.90537037,t3pa,62.3,3287500
0.947037037,t3pa,61.22,3287500
0.988703704,t3pa,63.75,2833500
24.10.2024,t3pa,64.6,3287500
25.10.2024,t3pa,66.32,1886500
28.10.2024,t3pa,64.38,3287500
29.10.2024,t3pa,66.42,3287500
31.10.2024,t3pa,64.78,3287500
0.072731481,t3pa,64.46,1886500
0.197731481,t3pa,64.68,3287500
0.239398148,t3pa,65.06,3287500
0.281064815,t3pa,62.94,2833500
0.322731481,t3pa,65.35,3287500
0.364398148,t3pa,66.2,1886500
0.489398148,t3pa,67.6,3287500
0.531064815,t3pa,65.92,3287500
0.614398148,t3pa,67.15,3287500
0.656064815,t3pa,66.78,1886500
0.781064815,t3pa,67.7,3287500
0.822731481,t3pa,69.05,3287500
0.864398148,t3pa,68.02,2833500
0.906064815,t3pa,68.79,3287500
0.947731481,t3pa,69.71,1886500
25.11.2024,t3pa,69.32,3287500
26.11.2024,t3pa,69.37,3287500
28.11.2024,t3pa,67.91,3287500
29.11.2024,t3pa,67.3,1886500
0.115092593,t3pa,69.4,3287500
0.156759259,t3pa,68.12,3287500
0.198425926,t3pa,67.42,2833500
0.240092593,t3pa,67.62,3287500
0.281759259,t3pa,67.25,1886500
0.406759259,t3pa,67.7,3287500
0.448425926,t3pa,67,3287500
0.531759259,t3pa,67.95,3287500
0.573425926,t3pa,66.07,1890500
0.698425926,t3pa,63.64,3248000
